GRB160915A_ML 05238 7.75177 12.42164 0.0 0.0 2016-09-15 22:51:12.000  211675872.0 45.59750 159.60340 31.18147 40.67952 39.52409 638.73157 4.92162 105.64495   VISIBLE   14.60964  192.07543  -14.29977   -3.12124
GRB170210B 07422 194.23586 27.34290 107.1 0.0 2017-02-10 02:48:15.000  224390896.00000003 3.79306 131.35060 58.81054 42.01780 40.86415 644.64197 5.19068 -62.49874   VISIBLE   87.45608  177.52335  -87.45371   44.20468
GRB170311C_ML 07854 258.15887 -23.37983 0.0 0.0 2017-03-11 13:45:12.010  226935913.01000002 -5.57462 91.73720 100.83250 87.95936 86.80415 639.46625 4.15037 -121.55917   VISIBLE  100.85655    0.81866  100.85763  175.73935
GRB171119A 11602 336.30856 -8.51261 0.0 0.0 2017-11-19 23:48:26.000  248831307.0 -159.09962 97.28444 80.66276 -51.12974 -52.28688 633.11540 -4.64721 98.32857   EARTH_OCCULTED   25.09114  177.74155  -25.07404    1.05712
GRB180411C_ML 13712 237.34640 70.32243 0.0 0.0 2018-04-11 12:28:34.000  261145715.0 52.01313 97.34554 103.64098 8.58004 7.42280 632.77466 2.46300 38.43325   VISIBLE  100.46785  339.09457  101.18749 -117.37435
GRB180416C_ML 13783 133.68666 20.14638 0.0 0.0 2018-04-16 08:10:54.020  261562255.02 162.40135 104.47915 101.34739 79.46835 78.31226 636.54956 -5.82948 -167.35112   EARTH_OCCULTED  130.42508  359.38841  130.42670 -179.28207
GRB180416D_ML 13781 133.67503 20.15388 0.0 0.0 2018-04-16 04:25:26.000  261548727.0 162.40228 104.61964 103.48631 28.38774 27.23072 633.47797 1.00789 135.80258   VISIBLE  130.41237  359.38833  130.41398 -179.28165
GRB190615B_ML 20078 299.57666 35.20160 0.0 0.0 2019-06-15 14:42:22.000  298305743.0 53.55717 112.19902 75.89983 60.06078 58.90427 635.15340 1.23629 128.07033   VISIBLE   66.21382  288.32672   35.50353  -65.09385
GRB200421A 24685 80.13918 -71.92017 16.0 63.8 2020-04-21 20:45:59  325197960.0 139.57110 90.36381 84.06418 12.26123 11.10427 633.67145 -4.64964 94.14674   VISIBLE  142.48472  351.15143  142.81557 -173.26467
GRB200422A 24692 80.08425 -71.91058 0.0 0.0 2020-04-22 07:22:23.015  325236144.01500005 138.25687 90.39251 84.79003 38.33041 37.17586 641.67250 5.48131 126.39884   VISIBLE   86.93503   32.30845   86.37499   84.27910
